Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,Latitude,Longitude
2015,371,518809,518809,,127 Leveson Street,North Melbourne,2011,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8009235757, 144.951207126
2015,371,107090,107090,,11 O'Shanassy Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005808213, 144.950842232
2015,371,107092,107092,,15 O'Shanassy Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005674377, 144.950718218
2015,371,111474,111474,,180 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005980942, 144.950351159
2015,371,111475,111475,,178 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006392819, 144.950343966
2015,371,111477,111477,,174 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007233573, 144.950333635
2015,371,556070,556070,,48 Arden Street,North Melbourne,1998,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008549039, 144.950643365
2015,371,556071,556071,,17-19 Arden Lane,North Melbourne,1998,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007552931, 144.950694853
2015,371,107089,107089,,5-9 O'Shanassy Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005979952, 144.951001058
2015,371,100538,100538,,34 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008508332, 144.951063791
2015,371,111476,111476,,176 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006804289, 144.950337112
2015,371,100535,100535,,40 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008337406, 144.950896645
2015,371,100530,100530,,50 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008051528, 144.950583869
2015,371,100531,100531,,46 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.800862365, 144.950711223
2015,371,103482,103482,,182 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005564353, 144.950357801
2015,371,100534,100534,,42 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008252919, 144.950839906
2015,371,107088,107088,,1-3 O'Shanassy Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006104793, 144.951117043
2015,371,100536,100536,,38 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008380566, 144.950953507
2015,371,100537,100537,,36 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008444745, 144.951007818
2015,371,103481,103481,,184-188 Errol Street,North Melbourne,1850,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8004805766, 144.950370441
2015,371,100529,100529,,52 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007855155, 144.950519495
2015,371,103483,103483,,170-172 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007796336, 144.950318854
2015,371,103484,103484,,168 Errol Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008444006, 144.950309788
2015,371,105622,105622,,129-133 Leveson Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8008130642, 144.951232981
2015,371,105623,105623,,135-143 Leveson Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006358191, 144.951274343
2015,371,100533,100533,,44 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008199738, 144.950782512
2015,372,102229,102229,,99 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7998933169, 144.950903058
2015,372,107118,107118,,6-16 O'Shanassy Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8000986439, 144.950704762
2015,372,508930,508930,,81 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8001527451, 144.951237173
2015,372,107119,107119,,2-4 O'Shanassy Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8001936701, 144.95134481
2015,372,102231,102231,Hotham,103 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7998367608, 144.95083387
2015,372,102230,102230,,101 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7998653495, 144.950870551
2015,372,508929,508929,,83 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8001266886, 144.951194928
2015,372,102227,102227,,95 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7999507514, 144.950977592
2015,372,102226,102226,,93 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7999804897, 144.95101247
2015,372,102225,102225,,91 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8000049674, 144.951045524
2015,372,102222,102222,,85 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8000962968, 144.951155953
2015,372,102224,102224,,89 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8000338616, 144.951077542
2015,372,102228,102228,,97 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7999218701, 144.95094116
2015,372,102223,102223,,87 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.800064614, 144.951118051
2015,374,102212,102212,,59 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009783361, 144.952398482
2015,374,102213,102213,,61 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009415697, 144.95232631
2015,374,102214,102214,Kooringa,63 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009021991, 144.952261054
2015,374,102215,102215,,65 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8008719496, 144.952206284
2015,374,102216,102216,,67 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.800816073, 144.952119518
2015,374,102217,102217,,69 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007888524, 144.952071609
2015,374,102218,102218,,71 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007621039, 144.952025011
2015,374,102211,102211,,57 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010515952, 144.952429186
2015,374,102220,102220,Monteith,75 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006908307, 144.95193269
2015,374,100549,100549,,4 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010518823, 144.952360508
2015,374,102219,102219,,73 Courtney Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007356561, 144.951978644
2015,374,100543,100543,,16 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009697783, 144.951966042
2015,374,100539,100539,,24 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.800926948, 144.951750596
2015,374,100540,100540,,22 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009330059, 144.95180735
2015,374,102210,102210,,57 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010614239, 144.952476061
2015,374,100542,100542,,18 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009566751, 144.951913291
2015,374,102209,102209,,55 Courtney Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010736713, 144.952525305
2015,374,100544,100544,,14 Arden Street,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009811065, 144.952017436
2015,374,100545,100545,,12 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010018188, 144.952123457
2015,374,100546,100546,,10 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010156237, 144.952182153
2015,374,100547,100547,,8 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010314546, 144.9522393
2015,374,100548,100548,,6 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8010452662, 144.952296618
2015,374,100541,100541,,20 Arden Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8009433731, 144.951859881
2015,375,102240,102240,,22-28 Courtney Street ,North Melbourne,1970,,1,Wholesale,Low level of accessibility,All entrances have steps,1,0,,-37.8021536545, 144.954851406
2015,375,107519,107519,,243 Peel Street ,North Melbourne,1890,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8015836904, 144.956405627
2015,375,103810,103810,RMIT Village,5-17 Flemington Road ,North Melbourne,1971,2005,6,Student Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8014003067, 144.955871268
2015,375,102238,102238,,34 Courtney Street ,North Melbourne,,,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8020417306, 144.954461061
2015,375,102241,102241,University Place,10-20 Courtney Street ,North Melbourne,,,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8023705523, 144.955188469
2015,375,107520,107520,,245-249 Peel Street ,North Melbourne,1900,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.8014768864, 144.956403032
2015,375,102239,102239,,30-32 Courtney Street ,North Melbourne,1930,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8021232077, 144.954563086
2015,375,100950,100950,,3-5 Bedford Place ,North Melbourne,1930,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.8014705347, 144.956128977
2015,375,101096,101096,BMDI House,4-12 Blackwood Street,North Melbourne,2003,,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8019142059, 144.954746508
2015,375,103809,103809,Turf Club Hotel,1-3 Flemington Road ,North Melbourne,,2009,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8013039385, 144.956379217
2015,375,100951,100951,,13-21 Bedford Street,North Melbourne,,,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.80204869, 144.955597886
2015,375,100952,100952,,39-43 Bedford Street,North Melbourne,,,3,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,-37.8016396214, 144.956227482
2015,375,100953,100953,,241 Peel Street ,North Melbourne,1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8016281372, 144.956381304
2015,375,101093,101093,,26-28 Blackwood Street,North Melbourne,,,2,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1,0,,-37.8014971043, 144.95547798
2015,375,101094,101094,,22-24 Blackwood Street,North Melbourne,1980,,2,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1,0,,-37.8015603701, 144.955393671
2015,375,101095,101095,,14-20 Blackwood Street,North Melbourne,1990,,9,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8017506832, 144.955157815
2015,376,111284,111284,The Oxford,17-21 Blackwood Street,North Melbourne,2001,,5,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,0,,-37.8010411564, 144.954732554
2015,376,109555,109555,,2-4 Tyrone Street ,North Melbourne,1932,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.801131275, 144.954633395
2015,376,110262,110262,Jane Bell House,10-14 Wreckyn Street,North Melbourne,,,3,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8009889726, 144.95395541
2015,376,110261,110261,,16-28 Wreckyn Street,North Melbourne,2011,,4,Residential Apartment,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,-37.8007030821, 144.954293334
2015,376,110260,110260,W30,30-34 Wreckyn Street,North Melbourne,2004,,6,Residential Apartment,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,-37.8005364394, 144.954540725
2015,376,110259,110259,North Melbourne Police Station,36-48 Wreckyn Street,North Melbourne,2010,,3,Office,High level of accessibility,Main Entrance has ramp,3,5,1,-37.8003774499, 144.954773207
2015,376,508976,110862,Metropolitan Hotel,42 Courtney Street ,North Melbourne,,,2,Storage,Low level of accessibility,All entrances have steps,1,0,,-37.8013954357, 144.954017777
2015,376,103813,103813,,39-45 Flemington Road ,North Melbourne,1965,,1,Retail - Shop,High level of accessibility,Main Entrance has ramp,3,0,,-37.8001500653, 144.95497742
2015,376,103812,103812,,37 Flemington Road ,North Melbourne,1900,,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.8003218773, 144.955169682
2015,376,103811,103811,,19-35 Flemington Road ,North Melbourne,1950,2012,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.8006776848, 144.955200133
2015,376,101092,101092,,23-35 Blackwood Street,North Melbourne,1940,,1,Parking - Commercial Covered,High level of accessibility,Main Entrance has ramp,3,0,,-37.8008022549, 144.95503477
2015,376,101090,101090,,13-15 Blackwood Street,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8011947867, 144.954788793
2015,376,101089,101089,,9-11 Blackwood Street,North Melbourne,1920,,2,Office,Low level of accessibility,All entrances have steps,1,2,1,-37.8012582623, 144.954729717
2015,376,101088,110862,Meat Market Art Centre,1-7 Blackwood Street,North Melbourne,1874,2007,2,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,-37.8013954357, 144.954017777
2015,376,109554,109554,,12-24 Tyrone Street ,North Melbourne,2005,,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8009144325, 144.954361784
2015,377,573800,573800,,15 Hotham Place,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004398286, 144.953165511
2015,377,578365,578365,,76 Courtney Street ,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004455987, 144.952504887
2015,377,578364,578364,,2 Villiers Street ,North Melbourne,2002,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004280006, 144.952321286
2015,377,578363,578363,,4 Villiers Street ,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8003852912, 144.952375309
2015,377,578362,578362,,6 Villiers Street ,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8003432413, 144.952428458
2015,377,578361,578361,,8 Villiers Street ,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8003006195, 144.952482329
2015,377,576943,576943,,10 Villiers Street ,North Melbourne,1890,2002,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8002920978, 144.952581788
2015,377,580860,580860,,66A Courtney Street ,North Melbourne,2003,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006594408, 144.952730866
2015,377,573801,573801,,17 Hotham Place,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004134479, 144.953197357
2015,377,623918,623918,,1E Hotham Place,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,-37.8006196465, 144.952936654
2015,377,576942,576942,,12 Villiers Street ,North Melbourne,,2002,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8002479178, 144.952637111
2015,377,580861,580861,,66 Courtney Street ,North Melbourne,2003,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8006833858, 144.952759987
2015,377,596467,596467,,1A Hotham Place,North Melbourne,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007986373, 144.952795361
2015,377,596470,596470,,1D Hotham Place,North Melbourne,,,1,House/Townhouse,,,,,,-37.8007021352, 144.952918974
2015,377,596469,596469,,1C Hotham Place,North Melbourne,,,1,House/Townhouse,,,,,,-37.8007312397, 144.952881595
2015,377,623920,623920,,5 Hotham Place,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,-37.8005673691, 144.95300074
2015,2513,615632,615632,,62 Epsom Road,Kensington,1910,,1,House/Townhouse,,,,,,-37.7915435908, 144.925564146
2015,377,623921,623921,,7 Hotham Place,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,-37.8005422094, 144.953033546
2015,377,633353,633353,,18 Vale Street ,North Melbourne,2011,,4,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.7997878161, 144.95362934
2015,377,633354,633354,,1 High Street ,North Melbourne,2011,,4,House/Townhouse,Not determined or not applicable,Access has not been rated,0,0,,-37.7997551103, 144.953672384
2015,377,633355,633355,,1A High Street ,North Melbourne,2011,,4,House/Townhouse,Not determined or not applicable,Access has not been rated,0,0,,-37.7997258564, 144.953709228
2015,377,573799,573799,,13 Hotham Place,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004655616, 144.953133395
2015,377,596468,596468,,1B Hotham Place,North Melbourne,,,1,House/Townhouse,,,,,,-37.8007602902, 144.952844463
2015,377,102236,102236,Edinburgh Castle Hotel,56-58 Courtney Street ,North Melbourne,1924,1991,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,-37.8008985003, 144.953034983
2015,377,573798,573798,,11 Hotham Place,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8004911696, 144.953101113
2015,377,103814,103814,Chelsea House,47-59 Flemington Road ,North Melbourne,1950,2004,5,Hospital/Clinic,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,,-37.7997297045, 144.954319021
2015,377,103815,103815,,61-63 Flemington Road ,North Melbourne,1920,,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.7994280682, 144.954096017
2015,377,103816,103816,,65-67 Flemington Road ,North Melbourne,1900,,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.7993693714, 144.954000446
2015,377,103817,103817,,69-73 Flemington Road ,North Melbourne,1980,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.7993077307, 144.953791963
2015,377,104822,104822,Sunshine,3-11 High Street ,North Melbourne,2011,,8,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.7995838981, 144.953818396
2015,377,109599,109599,,13-23 Vale Street ,North Melbourne,1990,,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.7999927252, 144.953542792
2015,377,109861,109861,,48-50 Villiers Street ,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7994755309, 144.953548696
2015,377,109863,109863,,44 Villiers Street ,North Melbourne,1940,,1,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,,-37.799591184, 144.953401689
2015,377,109864,109864,,40-42 Villiers Street ,North Melbourne,1890,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.799712919, 144.953250128
2015,377,109865,109865,,36-38 Villiers Street ,North Melbourne,1930,,1,Workshop/Studio,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.7997798564, 144.953165618
2015,377,533327,533327,,2-6 High Street ,North Melbourne,2004,,7,Student Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,14,,-37.7998758561, 144.953929378
2015,377,623919,623919,,3 Hotham Place,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,-37.8005929077, 144.952968944
2015,377,568407,568407,,64 Courtney Street ,North Melbourne,1890,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8007059544, 144.952789496
2015,377,109866,109866,Lort Smith Animal Hospital,24-34 Villiers Street ,North Melbourne,1935,2000,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8000660173, 144.953117675
2015,377,533326,533326,,20-24 Vale Street ,North Melbourne,,,2,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.7996914006, 144.953582938
2015,377,110258,110258,,29-35 Wreckyn Street,North Melbourne,1940,,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,-37.8000341416, 144.954132148
2015,377,110257,110257,,15-27 Wreckyn Street,North Melbourne,1930,,1,Parking - Private Covered,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.8003786714, 144.953582617
2015,377,110256,110256,,13 Wreckyn Street,North Melbourne,1940,,1,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,-37.8006462205, 144.953357631
2015,377,110255,110255,,11 Wreckyn Street,North Melbourne,1890,1990,1,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8006823226, 144.953309991
2015,377,110254,110254,,3-9 Wreckyn Street,North Melbourne,1980,2001,2,Office,Low level of accessibility,All entrances have steps,1,0,,-37.8007659265, 144.953204935
2015,377,109867,109867,,14-22 Villiers Street ,North Melbourne,1890,,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,-37.8002313857, 144.952834555
2015,377,573797,573797,,9 Hotham Place,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.8005168014, 144.953067741
2015,378,104603,104603,,54-60 Harcourt Street ,North Melbourne,1960,,1,Workshop/Studio,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.7991659455, 144.951808756
2015,378,103821,103821,,87-89 Flemington Road ,North Melbourne,1920,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,-37.7986648533, 144.952986955
2015,378,570618,570618,,18 Mary Street ,North Melbourne,1870,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7992108075, 144.952215487
2015,378,570617,570617,,16 Mary Street ,North Melbourne,1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7992342145, 144.952239953
2015,378,109860,109860,,23-47 Villiers Street ,North Melbourne,1970,2001,1,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,5,1,-37.7990963833, 144.952604796
2015,378,109859,109859,Residential,11-21A Villiers Street ,North Melbourne,2004,,3,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.7995932731, 144.952251841
2015,378,109857,109857,,1-9 Villiers Street ,North Melbourne,1930,2003,4,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,-37.7998902588, 144.952034389
2015,378,106471,106471,,14 Mary Street ,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,-37.7992666769, 144.952282089
2015,378,106469,106469,,20-26 Mary Street ,North Melbourne,,,3,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,-37.7991594306, 144.952147765
2015,378,106468,106468,,21-23 Mary Street ,North Melbourne,1940,,2,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,,-37.7992737552, 144.951958196
2015,378,103819,103819,,81-83 Flemington Road ,North Melbourne,1920,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.7988114938, 144.953171181
2015,378,103823,103823,,95 Flemington Road ,North Melbourne,1900,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,-37.7985246197, 144.952806879
